,account_id,client_id,district_id,Gender,age,disposition_type,card_type,Year_DOC,Month_DOC,Day_DOC,Frequency_issuance,Nbr_Credit_Trans.,Amount_Credit_Trans.,Nbr_Debit_Trans.,Amount_Debit_Trans.,average_balance,Nbr_Credit_Cash,Nbr_Credit_Bank,Nbr_Credit_Others,Nbr_Debit_Cash,Nbr_Debit_Card,Nbr_Debit_Bank,Amount_Credit_Cash,Amount_Credit_Bank,Amount_Credit_Others,Amount_Debit_Cash,Amount_Debit_Card,Amount_Debit_Bank,Nbr_Statement_Trans.,Amount_Statement_Trans,Nbr_Interest_Credited_Trans,Amount_Interest_Credited_Trans,Nbr_Sanction_Interest_Trans,Amount_Sanction_Interest_Trans,Nbr_Pension_Trans,Amount_Pension_Trans,Nbr_PO_Leasing,Monthly_Amount_PO_Leasing,Nbr_Insurance_Trans,Amount_Insurance_Trans,Nbr_PO_Insurance,Monthly_Amount_PO_Insurance,Nbr_Household_Trans,Amount_Household_Trans,Nbr_PO_Household,Monthly_Amount_PO_Household,Nbr_Other_Trans,Amount_Other_Trans,Nbr_PO_Other,Monthly_Amount_PO_Other,Nbr_Loan_Trans,Amount_Loan_Trans,Nbr_PO_Loan,Monthly_Amount_PO_Loan,Theoritical_Amount_Loan_Due,Loan_Duration,Status_Loan_Owner,Region,Average_salary_district,Average_Unemployment_rate_district
76,289,351,1,Male,26,OWNER,not availed,1994,3,17,Monthly,117,1093983.8,264,1046936.2,40959,60,0,57,159,0,105,1084376,0,9607.8,606159.2,0,440777,52,759.2,57,9607.8,0,0,0,0,,,0,0,,,53,304485,1,5745,167,1689776,1,2621,0,0,,,,,,Prague,12541,0.36
77,293,356,1,Female,20,OWNER,not availed,1997,5,4,Monthly,43,253408.5,96,240391,33167,23,0,20,48,0,48,250640,0,2768.5,178839,0,61552,15,219,20,2768.5,0,0,0,0,,,16,21856,1,1366,16,26176,1,1636,56,429260,1,845,0,0,,,,,,Prague,12541,0.36
78,300,365,1,Male,69,OWNER,classic,1993,6,23,Monthly,130,464732.3,239,391476.6,36365,1,66,63,159,18,62,400,454872,9460.3,260640.6,29900,100936,61,890.6,63,9460.3,0,0,66,454872,,,0,0,,,62,100936,1,1628,117,290050,,,0,0,,,,,,Prague,12541,0.36
79,324,396,1,Male,79,OWNER,not availed,1996,8,23,Monthly,53,150641.8,101,112531.8,23448,1,28,24,53,0,48,500,147812,2329.8,62875.8,0,49656,23,335.8,24,2329.8,0,0,28,147812,,,0,0,,,24,42840,2,2069,31,63040,,,0,0,,,,,,Prague,12541,0.36
80,328,400,1,Male,66,OWNER,not availed,1997,9,18,Monthly,29,106121.7,50,93038,19065,1,15,13,28,0,22,600,104595,926.7,66286,0,26752,10,146,13,926.7,0,0,15,104595,,,0,0,,,11,14157,2,2432,19,66740,,,0,0,,,,,,Prague,12541,0.36
81,340,416,1,Female,67,OWNER,not availed,1993,11,3,Monthly,125,365924.4,268,326528.2,27950,1,62,62,154,0,114,1000,357988,6936.4,222902.2,0,103626,57,832.2,62,6936.4,0,0,62,357988,,,0,0,,,57,52269,2,1818,98,223070,,,0,0,,,,,,Prague,12541,0.36
82,347,424,1,Male,52,OWNER,not availed,1993,12,13,Monthly,150,2000732.5,229,1944972.2,43981,89,0,61,207,0,22,1990266,0,10466.5,1773345.8,0,171626.4,55,803,61,10466.5,8,59.8,0,0,,,0,0,,,0,0,,,233,3762749,,,22,171626.4,1,7801.2,187228.8,24,B,Prague,12541,0.36
83,363,441,1,Male,40,OWNER,classic,1994,5,6,Monthly,141,2385028.2,195,2281531.2,68598,86,0,55,191,4,0,2369845,0,15183.2,2274031.2,7500,0,47,686.2,55,15183.2,0,0,0,0,,,0,0,,,0,0,,,234,4650690,,,0,0,,,,,,Prague,12541,0.36
84,364,442,1,Female,28,OWNER,not availed,1997,1,20,Monthly,43,79480.8,50,52600.8,21623,1,23,19,32,0,18,1100,76636,1744.8,12622.8,0,39978,18,262.8,19,1744.8,0,0,0,0,,,0,0,,,18,39978,1,2221,38,90096,,,0,0,,,,,,Prague,12541,0.36
85,366,445,1,Female,52,OWNER,not availed,1996,10,23,Monthly,54,624069.8,156,584946.6,50881,28,0,26,68,0,88,619407.5,0,4662.3,400586.6,0,184360,21,306.6,26,4662.3,0,0,0,0,,,22,18392,1,836,22,53724,1,2442,75,1019687.5,2,5102,0,0,,,,,,Prague,12541,0.36
86,386,466,1,Female,52,OWNER,classic,1997,8,11,Monthly,36,337811.2,51,257147.2,61541,19,0,17,37,2,12,333406,0,4405.2,195115.2,5500,56532,12,175.2,17,4405.2,0,0,0,0,,,0,0,,,12,56532,1,4711,46,533846,,,0,0,,,,,,Prague,12541,0.36
87,392,473,1,Female,60,OWNER,classic,1996,7,14,Monthly,69,473054.5,123,417410.4,41577,40,0,29,63,12,48,467879,0,5175.5,228230.4,19500,169680,24,350.4,29,5175.5,0,0,0,0,,,0,0,,,24,33768,1,1407,91,715259,1,5663,0,0,,,,,,Prague,12541,0.36
88,395,476,1,Female,52,OWNER,not availed,1993,3,12,Monthly,140,1666765.5,305,1643469.4,43938,71,0,69,175,0,130,1655050,0,11715.5,1129514.4,0,513955,64,934.4,69,11715.5,0,0,0,0,1,828,0,0,,,65,251615,1,3871,182,2783630,1,4036,0,0,,,,,,Prague,12541,0.36
89,399,483,1,Male,55,OWNER,classic,1996,8,27,Monthly,67,903845.5,90,875827.6,53490,44,0,23,62,7,21,899178,0,4667.5,730238.6,19400,126189,21,306.6,23,4667.5,0,0,0,0,1,3090.5,0,0,,,21,126189,1,6009,92,1648510,,,0,0,,,,,,Prague,12541,0.36
90,403,487,1,Female,77,OWNER,classic,1993,7,29,Monthly,128,374106.5,186,295056,45555,1,65,62,101,25,60,600,361595,11911.5,103996,47000,144060,60,876,62,11911.5,0,0,65,361595,,,0,0,,,60,144060,1,2401,67,150720,,,0,0,,,,,,Prague,12541,0.36
91,409,494,1,Male,19,OWNER,not availed,1996,6,11,Monthly,67,354316.8,97,313125,32469,37,0,30,71,0,26,350185,0,4131.8,136065,0,177060,25,365,30,4131.8,0,0,0,0,,,0,0,,,26,177060,1,6810,83,485885,,,0,0,,,,,,Prague,12541,0.36
92,414,500,1,Male,28,OWNER,not availed,1996,1,29,Monthly,73,696501.8,120,631038,31387,38,0,35,90,0,30,691684,0,4817.8,394938,0,236100,30,438,35,4817.8,0,0,0,0,,,0,0,,,30,236100,1,7870,98,1086184,,,0,0,,,,,,Prague,12541,0.36
93,428,515,1,Male,67,OWNER,not availed,1993,2,27,Monthly,139,472905.2,214,417104,33741,1,70,68,149,0,65,200,462980,9725.2,157949,0,259155,65,949,68,9725.2,0,0,70,462980,,,0,0,,,65,259155,1,3987,85,157200,,,0,0,,,,,,Prague,12541,0.36
94,434,522,1,Female,43,OWNER,not availed,1996,12,24,Monthly,50,290953.3,83,259834.4,16086,26,0,24,45,0,38,289128,0,1825.3,121077.4,0,138757,19,277.4,24,1825.3,0,0,0,0,,,0,0,,,19,107654,1,5666,52,409928,1,1637,0,0,,,,,,Prague,12541,0.36
95,446,537,1,Male,64,OWNER,classic,1993,6,15,Monthly,133,1740766.7,261,1691272.6,46775,67,0,66,168,31,62,1728540,0,12226.7,1193830.6,67100,430342,61,890.6,66,12226.7,0,0,0,0,,,0,0,,,62,430342,1,6941,205,2988580,,,0,0,,,,,,Prague,12541,0.36
96,460,552,1,Female,65,OWNER,not availed,1994,4,18,Monthly,110,337744.7,148,294362.6,23475,1,56,53,96,0,52,1100,331632,5012.7,109554.6,0,184808,51,744.6,53,5012.7,0,0,56,331632,,,0,0,,,52,184808,1,3554,46,109910,,,0,0,,,,,,Prague,12541,0.36
97,477,574,1,Male,27,OWNER,not availed,1993,1,25,Monthly,144,1275213.6,399,1231459.6,39777,73,0,71,199,0,200,1264084,0,11129.6,1005663.6,0,225796,66,963.6,71,11129.6,0,0,0,0,,,66,30558,1,463,67,178220,1,2660,206,2268784,1,254,0,0,,,,,,Prague,12541,0.36
98,479,577,1,Female,36,OWNER,not availed,1995,11,5,Monthly,71,117405.1,99,106499.2,12565,1,37,33,66,0,33,1100,114589,1716.1,38387.2,0,68112,32,467.2,33,1716.1,0,0,0,0,,,0,0,,,33,68112,1,2064,72,153609,,,0,0,,,,,,Prague,12541,0.36
99,484,582,1,Male,49,OWNER,not availed,1995,1,20,Monthly,99,498548.3,293,474094.2,25523,52,0,47,121,0,172,493963,0,4585.3,251913.2,0,222181,42,613.2,47,4585.3,0,0,0,0,,,43,4644,1,108,43,71036,1,1652,131,745263,2,3407,0,0,,,,,,Prague,12541,0.36
100,498,598,1,Male,29,OWNER,not availed,1993,11,21,Monthly,130,1476144.8,179,1376117.6,70418,69,0,61,179,0,0,1458983,0,17161.8,1376117.6,0,0,56,817.6,61,17161.8,0,0,0,0,,,0,0,,,0,0,,,192,2834283,,,0,0,,,,,,Prague,12541,0.36
101,502,604,1,Female,34,OWNER,not availed,1997,10,13,Monthly,36,81546.3,32,48603.4,25469,8,14,14,23,0,9,27600,52458,1488.3,26121.4,0,22482,9,131.4,14,1488.3,0,0,0,0,,,0,0,,,9,22482,1,2498,36,106048,,,0,0,,,,,,Prague,12541,0.36
102,503,605,1,Female,29,OWNER,classic,1996,8,8,Monthly,60,469399.4,99,417850.4,44335,31,0,29,72,3,24,463784,0,5615.4,239250.4,6400,172200,24,350.4,29,5615.4,0,0,0,0,1,1746,0,0,,,24,172200,1,7175,82,709084,,,0,0,,,,,,Prague,12541,0.36
103,510,613,1,Female,22,OWNER,not availed,1993,6,2,Weekly,136,1681014.9,320,1612469,41170,69,0,67,143,0,177,1671469,0,9545.9,1330156,0,282313,64,1920,67,9545.9,0,0,0,0,,,59,61537,1,1043,58,141636,1,2442,148,2999705,1,1319,0,0,,,,,,Prague,12541,0.36
104,534,643,1,Female,50,OWNER,not availed,1997,5,26,Monthly,41,305976,89,258098.4,39388,22,0,19,47,0,42,302958,0,3018,204884.4,0,53214,14,204.4,19,3018,0,0,0,0,,,14,18774,1,1341,14,24458,1,1747,55,507638,1,713,0,0,,,,,,Prague,12541,0.36
105,542,653,1,Female,69,OWNER,not availed,1993,11,1,Monthly,125,261253.5,157,242922.2,18303,1,62,62,99,0,58,900,255750,4603.5,83422.2,0,159500,57,832.2,62,4603.5,0,0,62,255750,,,0,0,,,58,159500,1,2750,43,83490,,,0,0,,,,,,Prague,12541,0.36
106,545,656,1,Male,43,OWNER,not availed,1993,11,24,Monthly,128,787619.4,203,702159.6,41791,67,0,61,146,0,57,777459,0,10160.4,513717.6,0,188442,56,817.6,61,10160.4,0,0,0,0,,,0,0,,,57,188442,1,3306,157,1290359,,,0,0,,,,,,Prague,12541,0.36
107,555,668,1,Female,57,OWNER,not availed,1993,5,15,Monthly,135,1664896,368,1641392.2,33309,68,0,67,181,0,187,1655064,0,9832,1159705.2,0,481687,62,905.2,67,9832,0,0,0,0,,,63,4473,1,71,62,447516,1,7218,187,2813864,1,479,0,0,,,,,,Prague,12541,0.36
108,557,670,1,Male,40,OWNER,not availed,1995,11,26,Monthly,71,116831.9,96,97337.2,17630,1,37,33,63,0,33,600,113775,2456.9,29687.2,0,67650,32,467.2,33,2456.9,0,0,0,0,,,0,0,,,33,67650,1,2050,69,143595,,,0,0,,,,,,Prague,12541,0.36
109,573,688,1,Male,45,OWNER,classic,1996,7,11,Weekly,44,446821,45,402117,38957,19,0,25,42,3,0,442505,0,4316,397317,4800,0,15,450,25,4316,0,0,0,0,1,2249,0,0,,,0,0,,,49,844172,,,0,0,,,,,,Prague,12541,0.36
110,579,697,1,Male,25,OWNER,not availed,1997,12,16,Monthly,29,95708.5,33,67419.2,22485,17,0,12,18,0,15,94614,0,1094.5,39502.2,0,27917,7,102.2,12,1094.5,0,0,0,0,,,0,0,,,7,19397,1,2771,28,134014,1,1065,0,0,,,,,,Prague,12541,0.36
111,588,706,1,Male,51,OWNER,not availed,1993,3,14,Monthly,154,609705.5,354,588631.4,24841,85,0,69,161,0,193,602650,0,7055.5,259794.4,0,328837,64,934.4,69,7055.5,0,0,0,0,,,64,32704,1,511,65,204165,1,3141,182,861510,1,1437,0,0,,,,,,Prague,12541,0.36
112,589,707,1,Male,58,OWNER,classic,1997,4,26,Monthly,42,456089.8,63,405215,49459,22,0,20,44,3,16,452362,0,3727.8,305679,7600,91936,15,219,20,3727.8,0,0,0,0,,,0,0,,,16,91936,1,5746,54,765422,,,0,0,,,,,,Prague,12541,0.36
113,591,709,1,Male,65,OWNER,not availed,1997,8,12,Monthly,29,68469.5,30,45716.6,17652,1,16,12,18,0,12,700,66912,857.5,12260.6,0,33456,11,160.6,12,857.5,0,0,16,66912,,,0,0,,,12,33456,1,2788,8,12800,,,0,0,,,,,,Prague,12541,0.36
114,597,715,1,Female,47,OWNER,not availed,1993,12,5,Monthly,122,1305995.1,226,1287663,34851,62,0,60,170,0,56,1297550,0,8445.1,944103,0,343560,55,803,60,8445.1,0,0,0,0,,,0,0,,,56,343560,1,6135,177,2240850,,,0,0,,,,,,Prague,12541,0.36
115,598,716,1,Female,45,OWNER,classic,1997,2,8,Monthly,54,316436.1,63,256046.2,39364,32,0,22,41,4,18,312928,0,3508.1,106188.2,9800,140058,17,248.2,22,3508.1,0,0,0,0,,,0,0,,,18,140058,1,7781,60,428668,,,0,0,,,,,,Prague,12541,0.36
116,612,735,1,Male,26,OWNER,not availed,1996,5,27,Monthly,59,91927,75,73761.6,14443,1,31,27,48,0,27,300,90024,1603,21489.6,0,52272,26,379.6,27,1603,0,0,0,0,,,0,0,,,27,52272,1,1936,54,111434,,,0,0,,,,,,Prague,12541,0.36
117,618,742,1,Female,48,OWNER,classic,1996,10,2,Monthly,55,741576.7,106,707947.2,55944,28,0,27,54,6,46,735132,0,6444.7,609361.2,11600,86986,22,321.2,27,6444.7,0,0,0,0,,,0,0,,,23,17181,1,747,66,1355772,1,3035,0,0,,,,,,Prague,12541,0.36
118,619,743,1,Male,58,OWNER,not availed,1995,9,9,Weekly,98,1102762.4,162,1064386,42212,58,0,40,86,0,76,1096664,0,6098.4,750240,0,314146,38,1140,40,6098.4,0,0,0,0,,,0,0,,,38,65702,1,1729,106,1845764,1,6538,0,0,,,,,,Prague,12541,0.36
119,639,766,1,Female,73,OWNER,not availed,1997,11,3,Monthly,29,62676,27,38481.4,20117,1,14,14,17,0,10,500,61222,954,18021.4,0,20460,9,131.4,14,954,0,0,14,61222,,,0,0,,,10,20460,1,2046,9,18390,,,0,0,,,,,,Prague,12541,0.36
120,647,776,1,Female,46,OWNER,not availed,1997,4,28,Monthly,42,298017.8,63,257579,39327,22,0,20,47,0,16,295046,0,2971.8,154139,0,103440,15,219,20,2971.8,0,0,0,0,,,0,0,,,16,103440,1,6465,54,448966,,,0,0,,,,,,Prague,12541,0.36
121,664,796,1,Male,80,OWNER,not availed,1996,12,8,Monthly,45,159503.5,74,136947.4,22812,1,24,20,54,0,20,200,157416,1887.5,77007.4,0,59940,19,277.4,20,1887.5,0,0,24,157416,,,0,0,,,20,59940,1,2997,36,76930,,,0,0,,,,,,Prague,12541,0.36
122,689,826,1,Male,21,OWNER,junior,1996,4,24,Monthly,83,1242498.4,206,1195255.8,54603,51,0,32,90,0,116,1235973,0,6525.4,1009365.8,0,185890,28,408.8,32,6525.4,0,0,0,0,1,3847.2,29,493,1,17,29,144681,1,4989,113,2244930,2,1404,0,0,,,,,,Prague,12541,0.36
123,717,859,1,Female,31,OWNER,classic,1993,4,24,Monthly,139,1522637.6,252,1498262.8,41268,71,0,68,166,23,63,1510476,0,12161.6,1034919.8,50000,413343,63,919.8,68,12161.6,0,0,0,0,,,0,0,,,63,413343,1,6561,197,2594476,,,0,0,,,,,,Prague,12541,0.36
124,718,861,1,Female,43,OWNER,classic,1996,3,3,Monthly,90,1413014.4,191,1369361.6,48723,59,0,31,96,3,92,1407255,0,5759.4,915036.6,9500,444825,26,379.6,31,5759.4,0,0,0,0,,,27,163107,1,6041,27,19602,1,726,132,2331412,1,7122,12,76944,1,6412,76944,12,A,Prague,12541,0.36
125,730,876,1,Male,39,OWNER,classic,1993,8,28,Monthly,178,2880756.9,235,2798061.8,60559,115,0,63,222,13,0,2865856,0,14900.9,2758861.8,39200,0,58,846.8,63,14900.9,0,0,0,0,,,0,0,,,0,0,,,292,5663071,,,0,0,,,,,,Prague,12541,0.36
126,754,904,1,Male,67,OWNER,not availed,1995,6,8,Monthly,82,267419.5,165,245334.2,26045,1,42,39,89,0,76,800,262416,4203.5,128180.2,0,117154,37,540.2,39,4203.5,0,0,42,262416,,,0,0,,,38,55252,2,3083,53,128440,,,0,0,,,,,,Prague,12541,0.36
127,760,910,1,Male,38,OWNER,not availed,1997,5,24,Monthly,40,231883.2,87,200134.4,28264,21,0,19,42,0,45,229837,0,2046.2,122044.4,0,78090,14,204.4,19,2046.2,0,0,0,0,,,15,13635,1,909,15,51045,1,3403,49,351677,1,894,0,0,,,,,,Prague,12541,0.36
128,763,913,1,Male,61,OWNER,not availed,1995,2,23,Monthly,111,612672.2,149,571915.6,30905,65,0,46,108,0,41,606500,0,6172.2,267818.6,0,304097,41,598.6,46,6172.2,0,0,0,0,,,0,0,,,41,304097,1,7417,132,873720,,,0,0,,,,,,Prague,12541,0.36
129,764,914,1,Female,78,OWNER,not availed,1993,1,8,Monthly,139,450675.1,220,429183.6,24556,1,71,67,153,0,67,1100,442898,6677.1,271063.6,0,158120,66,963.6,67,6677.1,0,0,71,442898,,,0,0,,,67,158120,1,2360,88,271200,,,0,0,,,,,,Prague,12541,0.36
130,772,924,1,Male,46,OWNER,not availed,1993,1,21,Monthly,143,1867271.2,415,1794553.6,59373,72,0,71,217,0,198,1849199,0,18072.2,1453663.6,0,340890,66,963.6,71,18072.2,0,0,0,0,,,66,18480,1,280,66,278850,1,4225,223,3301899,1,660,0,0,,,,,,Prague,12541,0.36
131,774,926,1,Male,18,OWNER,not availed,1993,6,8,Monthly,233,530668.1,185,465834.4,32810,166,0,67,185,0,0,521838,0,8830.1,465834.4,0,0,64,934.4,67,8830.1,0,0,0,0,,,0,0,,,0,0,,,287,986738,,,0,0,,,,,,Prague,12541,0.36
132,775,927,1,Male,25,OWNER,not availed,1994,12,18,Monthly,99,1068561.2,221,983435.8,56601,51,0,48,133,0,88,1057772,0,10789.2,824727.8,0,158708,43,627.8,48,10789.2,0,0,0,0,,,0,0,,,44,51392,1,1168,141,1881872,1,2439,0,0,,,,,,Prague,12541,0.36
133,783,937,1,Male,68,OWNER,not availed,1997,9,8,Monthly,27,74996.9,26,48106,22334,1,15,11,16,0,10,1000,72960,1036.9,15686,0,32420,10,146,11,1036.9,0,0,15,72960,,,0,0,,,10,32420,1,3242,7,16540,,,0,0,,,,,,Prague,12541,0.36
134,796,954,1,Female,57,OWNER,classic,1997,2,13,Monthly,38,198585.8,19,175512.4,37247,18,0,20,18,1,0,195107,0,3478.8,173412.4,2100,0,4,58.4,20,3478.8,0,0,0,0,,,0,0,,,0,0,,,33,370561,,,0,0,,,,,,Prague,12541,0.36
135,798,956,1,Male,33,OWNER,not availed,1996,4,22,Monthly,84,162821.6,98,113228.2,34400,20,32,32,71,0,27,53600,104736,4485.6,54314.2,0,58914,27,394.2,32,4485.6,0,0,0,0,,,0,0,,,27,58914,1,2182,96,212256,,,0,0,,,,,,Prague,12541,0.36
136,812,975,1,Female,40,OWNER,not availed,1996,8,30,Monthly,59,609692.8,98,574839.8,35422,31,0,28,75,0,23,605444.5,0,4248.3,364895.8,0,209944,23,335.8,28,4248.3,0,0,0,0,,,0,0,,,23,209944,1,9128,83,970004.5,,,0,0,,,,,,Prague,12541,0.36
137,828,996,1,Female,19,OWNER,junior,1997,2,12,Monthly,50,338431.8,71,318138.8,27987,27,0,23,47,6,18,335650,0,2781.8,142502.8,16300,159336,18,262.8,23,2781.8,0,0,0,0,,,0,0,,,18,159336,1,8852,62,494190,,,0,0,,,,,,Prague,12541,0.36
138,841,1014,1,Male,68,OWNER,not availed,1993,11,4,Monthly,125,366398.4,206,323564.2,31681,1,62,62,148,0,58,800,357864,7734.4,201242.2,0,122322,57,832.2,62,7734.4,0,0,62,357864,,,0,0,,,58,122322,1,2109,92,201210,,,0,0,,,,,,Prague,12541,0.36
139,849,1023,1,Male,61,OWNER,not availed,1996,1,1,Monthly,68,522841.9,68,523247.3,25173,34,0,34,68,0,0,519556,0,3285.9,523247.3,0,0,20,292,34,3285.9,5,28.3,0,0,,,0,0,,,0,0,,,77,1042483,,,0,0,,,,,,Prague,12541,0.36
140,853,1027,1,Female,59,OWNER,classic,1996,3,20,Monthly,70,604119.9,145,577567.8,43294,37,0,33,72,15,58,598855,0,5264.9,370988.8,31100,175479,28,408.8,33,5264.9,0,0,0,0,,,0,0,,,29,135517,1,4673,96,1000535,1,1378,0,0,,,,,,Prague,12541,0.36
141,854,1029,1,Female,45,OWNER,not availed,1993,9,21,Monthly,129,729527,382,684942.8,26393,66,0,63,163,0,219,722948,0,6579,352446.8,0,332496,58,846.8,63,6579,0,0,0,0,,,59,167737,1,2843,59,22538,1,382,171,1074548,1,1105,43,78131,1,1817,87216,48,C,Prague,12541,0.36
142,855,1030,1,Male,52,OWNER,classic,1994,3,28,Monthly,129,923073.4,203,851315.2,40519,72,0,57,151,0,52,913192,0,9881.4,507699.2,0,343616,52,759.2,57,9881.4,0,0,0,0,,,0,0,,,52,343616,1,6608,171,1420132,,,0,0,,,,,,Prague,12541,0.36
143,857,1032,1,Female,61,OWNER,not availed,1993,9,16,Monthly,123,291030.3,160,269287.8,19422,1,63,59,101,0,59,1100,285327,4603.3,91166.8,0,178121,58,846.8,59,4603.3,0,0,63,285327,,,0,0,,,59,178121,1,3019,44,91420,,,0,0,,,,,,Prague,12541,0.36
144,860,1037,1,Female,34,OWNER,not availed,1993,3,19,Monthly,144,1011334.7,253,981838.4,27802,75,0,69,189,0,64,1002975,0,8359.7,465294.4,0,516544,64,934.4,69,8359.7,0,0,0,0,,,0,0,,,64,516544,1,8071,200,1467335,,,0,0,,,,,,Prague,12541,0.36
145,863,1040,1,Male,39,OWNER,classic,1993,5,16,Monthly,195,2976642.7,296,2920908,66902,127,0,68,218,12,66,2959007,0,17635.7,2482366,36800,401742,65,949,68,17635.7,0,0,0,0,1,4433.3,0,0,,,66,401742,1,6087,292,5477224,,,0,0,,,,,,Prague,12541,0.36
146,868,1046,1,Male,24,OWNER,not availed,1997,5,26,Monthly,40,208546.5,59,185834.4,21080,21,0,19,29,0,30,206998,0,1548.5,90464.4,0,95370,14,204.4,19,1548.5,0,0,0,0,,,0,0,,,15,48585,1,3239,36,297258,1,3119,0,0,,,,,,Prague,12541,0.36
147,871,1049,1,Male,57,OWNER,classic,1996,9,2,Monthly,57,767530.7,88,748907.8,46191,29,0,28,62,2,24,762098.5,0,5432.2,619675.8,5200,124032,23,335.8,28,5432.2,0,0,0,0,,,0,0,,,24,124032,1,5168,70,1386638.5,,,0,0,,,,,,Prague,12541,0.36
148,877,1056,1,Male,36,OWNER,classic,1996,5,29,Monthly,84,241785.6,108,198915.6,35563,53,0,31,51,3,54,237462,0,4323.6,91059.6,9900,97956,26,379.6,31,4323.6,0,0,0,0,,,0,0,,,27,57105,1,2115,81,338042,1,1513,0,0,,,,,,Prague,12541,0.36
149,883,1064,1,Female,48,OWNER,not availed,1993,12,17,Monthly,125,1087443,311,1056208,32781,65,0,60,145,0,166,1079230,0,8213,593423,0,462785,55,803,60,8213,0,0,0,0,,,56,25480,1,455,55,340725,1,6195,155,1671850,1,1756,0,0,,,,,,Prague,12541,0.36
150,885,1066,1,Male,59,OWNER,classic,1993,6,25,Monthly,134,1524056.2,310,1435694.6,64154,68,0,66,142,44,124,1507417,0,16639.2,1147690.6,83900,204104,61,890.6,66,16639.2,0,0,0,0,,,0,0,,,62,54064,1,872,193,2738117,1,2420,0,0,,,,,,Prague,12541,0.36
151,886,1067,1,Male,47,OWNER,gold,1993,6,23,Monthly,138,1359708.7,247,1265798.6,59625,72,0,66,163,22,62,1344139,0,15569.7,627390.6,78300,560108,61,890.6,66,15569.7,0,0,0,0,,,0,0,,,62,560108,1,9034,196,2048939,,,0,0,,,,,,Prague,12541,0.36
152,904,1089,1,Male,60,OWNER,gold,1994,3,20,Monthly,116,1169807.8,154,1063759.2,60581,59,0,57,140,14,0,1155450,0,14357.8,1020859.2,42900,0,52,759.2,57,14357.8,0,0,0,0,,,0,0,,,0,0,,,161,2218450,,,0,0,,,,,,Prague,12541,0.36
153,910,1096,1,Female,73,OWNER,not availed,1997,2,3,Monthly,47,121188.1,57,86518.8,29580,1,23,23,39,0,18,1100,117484,2604.1,51652.8,0,34866,18,262.8,23,2604.1,0,0,23,117484,,,0,0,,,18,34866,1,1937,22,52490,,,0,0,,,,,,Prague,12541,0.36
154,916,1103,1,Male,48,OWNER,not availed,1996,8,13,Monthly,58,486138.8,97,452091.8,27965,30,0,28,73,0,24,483038.5,0,3100.3,324915.8,0,127176,23,335.8,28,3100.3,0,0,0,0,,,0,0,,,24,127176,1,5299,80,807618.5,,,0,0,,,,,,Prague,12541,0.36
155,943,1137,1,Female,22,OWNER,not availed,1993,2,3,Monthly,143,234899.7,204,207761.6,20619,1,71,71,137,0,67,800,228407,5692.7,64113.6,0,143648,66,963.6,71,5692.7,0,0,0,0,,,0,0,,,0,0,1,2144,210,436005,,,0,0,,,,,,Prague,12541,0.36
156,959,1156,1,Female,66,OWNER,not availed,1996,2,23,Monthly,66,163209.5,114,139064.4,17772,1,34,31,56,0,58,1000,159902,2307.5,59053.4,0,80011,29,423.4,31,2307.5,0,0,34,159902,,,0,0,,,29,16791,2,2759,28,59630,,,0,0,,,,,,Prague,12541,0.36
157,961,1158,1,Female,45,OWNER,not availed,1997,10,18,Monthly,30,213680.7,32,188441.4,22487,16,0,14,22,0,10,212551,0,1129.7,105891.4,0,82550,9,131.4,14,1129.7,0,0,0,0,,,0,0,,,10,82550,1,8255,29,318311,,,0,0,,,,,,Prague,12541,0.36
158,975,1175,1,Male,74,OWNER,not availed,1996,10,19,Monthly,51,141009.4,65,120356.6,16922,1,26,24,44,0,21,800,138450,1759.4,45806.6,0,74550,21,306.6,24,1759.4,0,0,26,138450,,,0,0,,,21,74550,1,3550,24,46300,,,0,0,,,,,,Prague,12541,0.36
159,977,1178,1,Female,28,OWNER,not availed,1993,4,26,Monthly,153,1122417.9,245,1022737.8,50237,85,0,68,182,0,63,1108040,0,14377.9,591439.8,0,431298,63,919.8,68,14377.9,0,0,0,0,,,0,0,,,63,431298,1,6846,204,1698560,,,0,0,,,,,,Prague,12541,0.36
160,978,1179,1,Female,69,OWNER,gold,1993,8,18,Monthly,125,432279.7,196,350039.4,45044,1,64,60,133,4,59,1100,419584,11595.7,213681.4,14700,121658,59,861.4,60,11595.7,0,0,64,419584,,,0,0,,,59,121658,1,2062,79,228620,,,0,0,,,,,,Prague,12541,0.36
161,980,1181,1,Male,60,OWNER,not availed,1996,12,11,Monthly,55,316386,92,259076.4,42889,31,0,24,54,0,38,312076,0,4310,135177.4,0,123899,19,277.4,24,4310,0,0,0,0,,,0,0,,,19,69008,1,3632,66,446976,1,2889,0,0,,,,,,Prague,12541,0.36
162,1007,1211,1,Male,21,OWNER,junior,1996,6,28,Monthly,106,349127.6,79,269794.2,39366,76,0,30,73,6,0,344284,0,4843.6,258894.2,10900,0,27,394.2,30,4843.6,0,0,0,0,,,0,0,,,0,0,,,128,613684,,,0,0,,,,,,Prague,12541,0.36
163,1009,1213,1,Male,33,OWNER,classic,1995,8,1,Weekly,83,1981283.9,169,1891541,55703,1,41,41,128,5,36,400,1970864,10019.9,1608685,12100,270756,36,1080,41,10019.9,0,0,0,0,,,0,0,,,36,270756,1,7521,139,3590969,,,0,0,,,,,,Prague,12541,0.36
